Samuel Girard,COL,1999-10-19,1000.0,D,48,5,27,52,31
Claude Giroux,PHI,1988-10-21,1000.0,C,54,16,27,6,32
Cody Glass,VEG,2000-10-18,1000.0,C,27,4,6,9,10
Alex Goligoski,ARI,1986-10-22,1000.0,D,56,3,19,108,76
Barclay Goodrow,TBL,1994-10-20,1000.0,RW,55,6,14,27,111
Shayne Gostisbehere,PHI,1994-10-20,1000.0,D,41,9,11,47,18
Yanni Gourde,TBL,1992-10-20,1000.0,C,56,17,19,21,51
Mikael Granlund,NSH,1993-10-20,1000.0,C,51,13,14,42,46
Derek Grant,ANA,1991-10-21,1000.0,C,46,6,9,40,65
Ryan Graves,COL,1996-10-19,1000.0,D,54,2,13,91,77
Andy Greene,NYI,1983-10-23,1000.0,D,55,1,4,99,41
Jordan Greenway,MIN,1998-10-19,1000.0,LW,56,6,26,28,87
Noah Gregor,SJS,1999-10-19,1000.0,C,30,5,1,19,47
Rocco Grimaldi,NSH,1994-10-20,1000.0,C,40,10,3,9,20
Carl Grundstrom,LAK,1998-10-19,1000.0,RW,47,6,5,23,104
Matt Grzelcyk,BOS,1994-10-20,1000.0,D,37,5,15,34,19
Radko Gudas,FLA,1991-10-21,1000.0,D,54,2,9,72,250
Erik Gudbranson,TOT,1992-10-20,1000.0,D,45,1,3,64,111
Erik Gudbranson,OTT,1992-10-20,1000.0,D,36,1,2,51,92
Jake Guentzel,PIT,1995-10-20,1000.0,C,56,23,34,32,43
Denis Gurianov,DAL,1998-10-19,1000.0,RW,55,12,18,12,63
Nikita Gusev,TOT,1993-10-20,1000.0,LW,31,4,6,1,4
Erik Gustafsson,TOT,1993-10-20,1000.0,D,29,1,11,21,21
Erik Gustafsson,PHI,1993-10-20,1000.0,D,24,1,9,20,20
Gaetan Haas,EDM,1992-10-20,1000.0,F,34,2,1,29,31
Carl Hagelin,WSH,1989-10-21,1000.0,LW,56,6,10,19,22
Robert Hagg,PHI,1996-10-19,1000.0,D,34,2,3,31,100
Nicolas Hague,VEG,1999-10-19,1000.0,D,52,5,12,65,94
Libor Hajek,NYR,1999-10-19,1000.0,D,44,2,2,48,26
Jani Hakanpaa,TOT,1993-10-20,1000.0,D,57,2,2,83,215
Jani Hakanpaa,ANA,1993-10-20,1000.0,D,42,0,1,65,168
Taylor Hall,TOT,1992-10-20,1000.0,LW,53,10,23,15,34
Taylor Hall,BUF,1992-10-20,1000.0,LW,37,2,17,11,24
Travis Hamonic,VAN,1991-10-21,1000.0,D,38,3,7,81,48
Joel Hanley,DAL,1992-10-20,1000.0,D,35,0,8,30,40
Jansen Harkins,WPG,1998-10-19,1000.0,C,26,1,1,3,11
Ben Harpur,NSH,1995-10-20,1000.0,D,34,0,7,29,44
Ryan Hartman,MIN,1995-10-20,1000.0,RW,51,7,15,33,55
Garnet Hathaway,WSH,1992-10-20,1000.0,RW,56,6,12,30,179
Erik Haula,NSH,1992-10-20,1000.0,LW,51,9,12,23,63
Jayce Hawryluk,VAN,1996-10-19,1000.0,C,30,2,3,11,43
John Hayden,ARI,1996-10-19,1000.0,C,29,2,3,16,84
Kevin Hayes,PHI,1993-10-20,1000.0,RW,55,12,19,14,60
Victor Hedman,TBL,1991-10-21,1000.0,D,54,9,36,73,51
